symbol	id	ensg	Entrez.ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrez
COPS9	ENSG00000172428_COPS9	ENSG00000172428	150678	313.2383537	0.731401229	0.36377627	2.010579822	0.044369857	0.209603433	150678
COPZ1	ENSG00000111481_COPZ1	ENSG00000111481	22818	1420.611574	0.538000611	0.301284301	1.785690826	0.074149332	0.275801021	22818
COPZ2	ENSG00000005243_COPZ2	ENSG00000005243	51226	217.876231	1.037645035	0.705589317	1.470607632	0.141397259	0.392948129	51226
COQ10A	ENSG00000135469_COQ10A	ENSG00000135469	93058	115.5472359	-0.759443333	0.44085787	-1.722648917	0.084952033	0.296966891	93058
COQ10B	ENSG00000115520_COQ10B	ENSG00000115520	80219	521.0315642	0.128478668	0.379085068	0.338917775	0.734671674	0.883757767	80219
COQ2	ENSG00000173085_COQ2	ENSG00000173085	27235	319.2581886	0.034796648	0.316531585	0.109931044	0.912464062	0.964904526	27235
COQ3	ENSG00000132423_COQ3	ENSG00000132423	51805	105.0978161	0.450534	0.486456606	0.926154552	0.354365667	0.631124239	51805
COQ4	ENSG00000167113_COQ4	ENSG00000167113	51117	603.1312213	0.344874931	0.335678223	1.027397393	0.304233379	0.586184397	51117
COQ5	ENSG00000110871_COQ5	ENSG00000110871	84274	276.2751848	0.035093765	0.356486572	0.09844344	0.921580182	0.968392623	84274
COQ6	ENSG00000119723_COQ6	ENSG00000119723	51004	230.3081411	-0.473821225	0.324134293	-1.461805292	0.143794574	0.39590306	51004
COQ7	ENSG00000167186_COQ7	ENSG00000167186	10229	291.7325088	-0.04542943	0.235208816	-0.193145099	0.846845333	0.936821998	10229
COQ8A	ENSG00000163050_COQ8A	ENSG00000163050	56997	634.4010075	-1.026507537	0.473646421	-2.167244365	0.030216226	0.168990444	56997
COQ8B	ENSG00000123815_COQ8B	ENSG00000123815	79934	839.0644174	-0.181643923	0.343955249	-0.528103361	0.597427598	0.806319544	79934
COQ9	ENSG00000088682_COQ9	ENSG00000088682	57017	648.1097738	-0.215876038	0.327286101	-0.659594275	0.509514229	0.748251671	57017
CORIN	ENSG00000145244_CORIN	ENSG00000145244	10699	121.8734967	0.721270301	0.681799011	1.057892853	0.290104294	0.573017266	10699
CORO1A	ENSG00000102879_CORO1A	ENSG00000102879	11151	894.1895845	-0.647301987	0.494187721	-1.30983017	0.190253294	0.461638147	11151
CORO1B	ENSG00000172725_CORO1B	ENSG00000172725	57175	2392.629947	-0.189736482	0.420059492	-0.451689548	0.651492649	0.838049828	57175
CORO1C	ENSG00000110880_CORO1C	ENSG00000110880	23603	4314.785121	0.649579569	0.40845453	1.590335085	0.111759294	0.345608574	23603
CORO2A	ENSG00000106789_CORO2A	ENSG00000106789	7464	1068.270242	0.172881835	0.498801158	0.346594694	0.728895833	0.88116995	7464
CORO2B	ENSG00000103647_CORO2B	ENSG00000103647	10391	62.8435036	-0.613521213	0.869806582	-0.70535361	0.480590205	0.726498337	10391
CORO6	ENSG00000167549_CORO6	ENSG00000167549	84940	378.5797678	0.074185213	0.731360959	0.101434472	0.919205573	0.967374234	84940
CORO7	ENSG00000262246_CORO7	ENSG00000262246	79585	70.91765977	-0.391055459	0.5877435	-0.665350547	0.505826308	0.745053159	79585
CORO7-PAM16	ENSG00000103426_CORO7-PAM16	ENSG00000103426	100529144	16.1040268	-0.452124472	0.779333713	-0.580142324	0.561818644	0.783612945	100529144
CORT	ENSG00000241563_CORT	ENSG00000241563	1325	14.09535919	1.096096339	1.285194448	0.852864204	0.393734615	0.66236576	1325
COTL1	ENSG00000103187_COTL1	ENSG00000103187	23406	1198.19657	-0.42964972	0.47446571	-0.905544301	0.365177101	0.64004158	23406
COX10	ENSG00000006695_COX10	ENSG00000006695	1352	444.0415253	0.82262433	0.246229392	3.340886004	0.000835115	0.017867578	1352
COX10-AS1	ENSG00000236088_COX10-AS1	ENSG00000236088	100874058	96.68596381	0.695241496	0.669294049	1.038768381	0.29891247	0.580952141	100874058
COX11	ENSG00000166260_COX11	ENSG00000166260	1353	706.7580557	-0.644996767	0.335327098	-1.923485367	0.054419123	0.233325324	1353
COX14	ENSG00000178449_COX14	ENSG00000178449	84987	171.6078456	-1.02702074	0.346679012	-2.962454333	0.003051971	0.042159356	84987
COX15	ENSG00000014919_COX15	ENSG00000014919	1355	2179.934454	-0.091823475	0.310088646	-0.296120081	0.767138379	0.902054331	1355
COX16	ENSG00000133983_COX16	ENSG00000133983	51241	22.41914309	0.425853862	0.746771884	0.570259636	0.568501614	0.78875205	51241
COX17	ENSG00000138495_COX17	ENSG00000138495	10063	45.59801977	-0.273628283	1.327966621	-0.206050573	0.836751408	0.933377595	10063
COX18	ENSG00000163626_COX18	ENSG00000163626	285521	363.3718788	-0.005987085	0.399451431	-0.014988267	0.988041541	0.994997558	285521
COX19	ENSG00000240230_COX19	ENSG00000240230	90639	232.6925414	-0.330129934	0.424389742	-0.777893294	0.436631922	0.695974413	90639
COX20	ENSG00000203667_COX20	ENSG00000203667	116228	23.32128108	-0.16514679	0.961844143	-0.171698077	0.863674898	0.943941058	116228
COX4I1	ENSG00000131143_COX4I1	ENSG00000131143	1327	2160.396711	0.316321191	0.191758453	1.649581472	0.099028567	0.324121001	1327
COX4I2	ENSG00000131055_COX4I2	ENSG00000131055	84701	21.77936445	0.831401245	0.931707038	0.892341917	0.372209693	0.64603058	84701
COX5A	ENSG00000178741_COX5A	ENSG00000178741	9377	793.3302621	0.070767563	0.362368022	0.195291964	0.845164387	0.936699963	9377
COX5B	ENSG00000135940_COX5B	ENSG00000135940	1329	993.6602649	0.478320731	0.252869322	1.8915728	0.058547923	0.242521787	1329
COX6A1	ENSG00000111775_COX6A1	ENSG00000111775	1337	1162.755253	0.112990411	0.332850187	0.339463264	0.734260767	0.883502205	1337
COX6B1	ENSG00000126267_COX6B1	ENSG00000126267	1340	1265.755874	0.470841264	0.382340096	1.231472369	0.218146245	0.49615959	1340
COX6B2	ENSG00000160471_COX6B2	ENSG00000160471	125965	38.34007745	1.864639916	1.166505568	1.598483511	0.109935412	0.34302384	125965
COX6C	ENSG00000164919_COX6C	ENSG00000164919	1345	1382.410357	0.767944308	0.29277102	2.623020231	0.00871541	0.081630884	1345
COX7A1	ENSG00000161281_COX7A1	ENSG00000161281	1346	154.5353758	-0.459041877	0.486422084	-0.943711011	0.345317346	0.624207429	1346
COX7A2	ENSG00000112695_COX7A2	ENSG00000112695	1347	586.0890598	-0.240730214	0.345513315	-0.69673209	0.485970472	0.73011895	1347
COX7A2L	ENSG00000115944_COX7A2L	ENSG00000115944	9167	703.4381663	0.150268083	0.313911062	0.478696359	0.632154656	0.826934784	9167
COX7B	ENSG00000131174_COX7B	ENSG00000131174	1349	851.5292872	0.163605344	0.320505062	0.510461028	0.609728511	0.813855974	1349
COX7C	ENSG00000127184_COX7C	ENSG00000127184	1350	1373.704696	2.58e-05	0.286760268	9.01e-05	0.999928076	0.999928076	1350
COX8A	ENSG00000176340_COX8A	ENSG00000176340	1351	1187.681311	1.185368473	0.495272463	2.393366403	0.01669456	0.119015848	1351
CP	ENSG00000047457_CP	ENSG00000047457	1356	4429.670367	-2.762817167	0.841893595	-3.281670253	0.001031942	0.020706362	1356
CPA1	ENSG00000091704_CPA1	ENSG00000091704	1357	10.8156043	-0.560638091	1.808938543	-0.309926555	0.756616808	0.895910565	1357
CPA3	ENSG00000163751_CPA3	ENSG00000163751	1359	495.3275994	-0.094821618	0.852275642	-0.111256985	0.911412565	0.964559435	1359
CPA4	ENSG00000128510_CPA4	ENSG00000128510	51200	283.6170219	4.526102189	0.900023682	5.028870106	4.93e-07	5.04e-05	51200
CPA6	ENSG00000165078_CPA6	ENSG00000165078	57094	28.13421144	-0.358821191	1.275272362	-0.28136828	0.778427944	0.907902775	57094
CPAMD8	ENSG00000160111_CPAMD8	ENSG00000160111	27151	205.0796278	-1.696123799	0.720734317	-2.353327376	0.018606245	0.126183519	27151
CPB2	ENSG00000080618_CPB2	ENSG00000080618	1361	19.57364658	-0.782131195	0.832910643	-0.939033739	0.347713422	0.625870256	1361
CPD	ENSG00000108582_CPD	ENSG00000108582	1362	4127.100304	0.026967686	0.352656451	0.076470134	0.939045074	0.974970622	1362
CPE	ENSG00000109472_CPE	ENSG00000109472	1363	986.2275376	-0.013338072	0.68590385	-0.019445979	0.984485331	0.993559151	1363
CPEB1	ENSG00000214575_CPEB1	ENSG00000214575	64506	41.08855091	-1.051367196	0.887671955	-1.184409613	0.236250957	0.518657866	64506
CPEB2	ENSG00000137449_CPEB2	ENSG00000137449	132864	1255.265994	1.200175507	0.458676533	2.61660543	0.008880893	0.082363124	132864
CPEB2-AS1	ENSG00000247624_CPEB2-AS1	ENSG00000247624	441009	17.41651485	-0.262401685	1.613512893	-0.162627573	0.870811676	0.947696858	441009
CPEB3	ENSG00000107864_CPEB3	ENSG00000107864	22849	378.0969499	-0.921115535	0.42957646	-2.144241181	0.032013567	0.174208654	22849
CPEB4	ENSG00000113742_CPEB4	ENSG00000113742	80315	2368.325144	-0.419667711	0.36113432	-1.162082052	0.245202137	0.52626233	80315
CPED1	ENSG00000106034_CPED1	ENSG00000106034	79974	644.8951971	-1.863938128	0.573220261	-3.251696174	0.001147186	0.022360401	79974
CPLX1	ENSG00000168993_CPLX1	ENSG00000168993	10815	29.14752323	-1.098539997	0.816492727	-1.345437578	0.178483967	0.44536276	10815
CPLX2	ENSG00000145920_CPLX2	ENSG00000145920	10814	31.88143376	1.633175873	1.061180006	1.5390187	0.123799731	0.365284646	10814
CPM	ENSG00000135678_CPM	ENSG00000135678	1368	699.9926235	-0.911700315	0.376734583	-2.420006962	0.01552021	0.114161669	1368
CPNE1	ENSG00000214078_CPNE1	ENSG00000214078	8904	2759.767685	0.302734483	0.276559635	1.094644498	0.273672413	0.556355364	8904
CPNE2	ENSG00000140848_CPNE2	ENSG00000140848	221184	641.0430238	0.065326445	0.439301912	0.148705123	0.881786319	0.952597295	221184
CPNE3	ENSG00000085719_CPNE3	ENSG00000085719	8895	3434.365279	0.994537128	0.331983211	2.995745248	0.00273775	0.039019837	8895
CPNE4	ENSG00000196353_CPNE4	ENSG00000196353	131034	56.01227933	-2.928535662	1.345270044	-2.176912862	0.02948707	0.166954711	131034
CPNE5	ENSG00000124772_CPNE5	ENSG00000124772	57699	214.9249145	-0.525395635	0.503467596	-1.043554021	0.296691775	0.57909501	57699
CPNE6	ENSG00000100884_CPNE6	ENSG00000100884	9362	82.12166427	-1.023159037	0.623696422	-1.640476041	0.100906226	0.327918502	9362
CPNE7	ENSG00000178773_CPNE7	ENSG00000178773	27132	114.058905	-1.084562583	0.721124325	-1.503988347	0.132584367	0.380024483	27132
CPNE8	ENSG00000139117_CPNE8	ENSG00000139117	144402	1112.013255	0.779458794	0.733393391	1.062811315	0.287867527	0.570771821	144402
CPNE9	ENSG00000144550_CPNE9	ENSG00000144550	151835	15.69260347	-1.016537723	0.826225173	-1.230339811	0.218569882	0.496565728	151835
CPO	ENSG00000144410_CPO	ENSG00000144410	130749	24.93730371	0.39972572	1.068177956	0.374212666	0.708246102	0.869941807	130749
CPOX	ENSG00000080819_CPOX	ENSG00000080819	1371	816.7086387	0.853918884	0.327757479	2.605337599	0.009178377	0.084050227	1371
CPPED1	ENSG00000103381_CPPED1	ENSG00000103381	55313	446.5895257	-0.923104215	0.626405565	-1.473652641	0.14057514	0.391937194	55313
CPQ	ENSG00000104324_CPQ	ENSG00000104324	10404	468.1882543	-1.148333763	0.514224507	-2.233136979	0.025539913	0.152279454	10404
CPS1	ENSG00000021826_CPS1	ENSG00000021826	1373	319.8754147	1.660046845	0.76456383	2.17123382	0.029913502	0.168255158	1373
CPSF1	ENSG00000071894_CPSF1	ENSG00000071894	29894	2891.392621	0.227738742	0.328879455	0.692468739	0.488643011	0.731632468	29894
CPSF2	ENSG00000165934_CPSF2	ENSG00000165934	53981	2440.208041	0.508241365	0.287649106	1.766879699	0.077248377	0.281403711	53981
CPSF3	ENSG00000119203_CPSF3	ENSG00000119203	51692	1003.08024	0.065295188	0.247015087	0.264336843	0.791520373	0.914903214	51692
CPSF4	ENSG00000160917_CPSF4	ENSG00000160917	10898	518.9645515	0.064682454	0.363117966	0.178130692	0.858620339	0.941568057	10898
CPSF6	ENSG00000111605_CPSF6	ENSG00000111605	11052	5411.441562	-0.095050615	0.244285649	-0.389096189	0.697204992	0.863760562	11052
CPSF7	ENSG00000149532_CPSF7	ENSG00000149532	79869	2189.676907	0.120143708	0.261588565	0.459285014	0.646029508	0.834405654	79869
CPT1A	ENSG00000110090_CPT1A	ENSG00000110090	1374	1891.378237	-1.096105519	0.454747557	-2.410360432	0.015936768	0.115733256	1374
CPT1C	ENSG00000169169_CPT1C	ENSG00000169169	126129	112.6728123	0.439600187	0.634960642	0.692326671	0.488732205	0.731646942	126129
CPT2	ENSG00000157184_CPT2	ENSG00000157184	1376	498.5586025	-0.261252341	0.259261522	-1.007678805	0.313608683	0.595746415	1376
CPTP	ENSG00000224051_CPTP	ENSG00000224051	80772	313.8471164	0.246982445	0.423418757	0.583305394	0.559687732	0.781888563	80772
CPVL	ENSG00000106066_CPVL	ENSG00000106066	54504	534.3377749	-0.980124368	0.566843203	-1.729092566	0.083792529	0.294177169	54504
CPXM1	ENSG00000088882_CPXM1	ENSG00000088882	56265	920.3695404	-0.053999533	0.659284325	-0.08190629	0.934721232	0.973612832	56265
CPXM2	ENSG00000121898_CPXM2	ENSG00000121898	119587	388.7997331	-1.201184496	0.744580212	-1.613237201	0.106692984	0.338086209	119587
CPZ	ENSG00000109625_CPZ	ENSG00000109625	8532	1041.495937	-0.635264288	0.695450701	-0.913456967	0.361002256	0.636920272	8532
CR1	ENSG00000203710_CR1	ENSG00000203710	1378	637.5247113	-1.009673173	0.689424518	-1.464515906	0.14305304	0.394984385	1378
CR1L	ENSG00000197721_CR1L	ENSG00000197721	1379	37.27448255	-0.767978462	0.688356011	-1.115670452	0.264563223	0.546962169	1379
CR2	ENSG00000117322_CR2	ENSG00000117322	1380	40.15529499	-0.781333146	0.957485431	-0.816026146	0.414485182	0.678335618	1380
CRABP2	ENSG00000143320_CRABP2	ENSG00000143320	1382	1164.07839	1.660698565	0.698313254	2.378157017	0.017399415	0.121776051	1382
CRACR2A	ENSG00000130038_CRACR2A	ENSG00000130038	84766	704.2139323	-0.510887175	0.438497702	-1.165085181	0.243984515	0.525242779	84766
CRACR2B	ENSG00000177685_CRACR2B	ENSG00000177685	283229	426.6993467	-2.977572111	0.741203335	-4.017213594	5.89e-05	0.002490994	283229
CRADD	ENSG00000169372_CRADD	ENSG00000169372	8738	151.0717619	-0.267393466	0.381652326	-0.700620558	0.483539845	0.729018057	8738
CRAMP1	ENSG00000007545_CRAMP1	ENSG00000007545	57585	1692.228554	0.108152872	0.277529625	0.389698474	0.696759525	0.863630437	57585
CRAT	ENSG00000095321_CRAT	ENSG00000095321	1384	799.21377	-0.252260589	0.433261157	-0.582236799	0.560407189	0.782356196	1384
CRB1	ENSG00000134376_CRB1	ENSG00000134376	23418	12.08744878	-2.27692396	1.080598076	-2.10709607	0.035109253	0.183594296	23418
CRB2	ENSG00000148204_CRB2	ENSG00000148204	286204	51.3561038	-1.771289438	0.848484536	-2.087591892	0.036834664	0.188213779	286204
CRB3	ENSG00000130545_CRB3	ENSG00000130545	92359	143.9144212	0.900933625	0.815139724	1.105250546	0.26905104	0.551469214	92359
CRBN	ENSG00000113851_CRBN	ENSG00000113851	51185	818.4763889	-0.375258774	0.33818564	-1.109623619	0.267161249	0.549831345	51185
CRCP	ENSG00000241258_CRCP	ENSG00000241258	27297	860.2523002	0.293737537	0.271277746	1.082792602	0.27890049	0.562175761	27297
CRCT1	ENSG00000169509_CRCT1	ENSG00000169509	54544	159.9374549	13.21878843	1.290893602	10.24002939	1.31e-24	6.04e-21	54544
CREB1	ENSG00000118260_CREB1	ENSG00000118260	1385	2341.171306	0.013853623	0.262965626	0.052682259	0.957985074	0.982121296	1385
CREB3	ENSG00000107175_CREB3	ENSG00000107175	10488	567.076358	0.132781191	0.285022067	0.465862846	0.641313677	0.83185941	10488
CREB3L1	ENSG00000157613_CREB3L1	ENSG00000157613	90993	895.7025938	-0.506499733	0.593503655	-0.853406256	0.393434053	0.66226206	90993
CREB3L2	ENSG00000182158_CREB3L2	ENSG00000182158	64764	2916.189855	-0.238973853	0.280397226	-0.852268963	0.394064828	0.662589276	64764
CREB3L3	ENSG00000060566_CREB3L3	ENSG00000060566	84699	196.655291	1.376220158	1.074911999	1.280309606	0.200436271	0.475374437	84699
CREB3L4	ENSG00000143578_CREB3L4	ENSG00000143578	148327	188.1479759	-0.499294343	0.46852961	-1.065662302	0.286576325	0.569261418	148327
CREB5	ENSG00000146592_CREB5	ENSG00000146592	9586	544.729874	0.177803119	0.656085581	0.271005985	0.786386429	0.912538065	9586
CREBBP	ENSG00000005339_CREBBP	ENSG00000005339	1387	8035.20694	-0.189335141	0.235753821	-0.803105294	0.421913878	0.684293381	1387
CREBL2	ENSG00000111269_CREBL2	ENSG00000111269	1389	947.68867	-1.003831444	0.307356307	-3.266018687	0.001090711	0.021602878	1389
CREBRF	ENSG00000164463_CREBRF	ENSG00000164463	153222	1469.544265	-0.32489916	0.277844367	-1.169356656	0.242259965	0.523192019	153222
CREBZF	ENSG00000137504_CREBZF	ENSG00000137504	58487	2637.574549	-0.002591906	0.299854642	-0.008643875	0.993103271	0.997065639	58487
CREG1	ENSG00000143162_CREG1	ENSG00000143162	8804	1713.982514	-0.0325213	0.463860405	-0.070110102	0.944106026	0.976473065	8804
CREG2	ENSG00000175874_CREG2	ENSG00000175874	200407	55.15062034	3.024594627	1.209193744	2.501331687	0.012372724	0.099850052	200407
CRELD1	ENSG00000163703_CRELD1	ENSG00000163703	78987	494.3229235	-0.522027613	0.304893209	-1.712165431	0.086866186	0.301232157	78987
CRELD2	ENSG00000184164_CRELD2	ENSG00000184164	79174	545.9493045	0.193066617	0.417669657	0.462247169	0.643904081	0.833356903	79174
CREM	ENSG00000095794_CREM	ENSG00000095794	1390	638.298777	-0.509715487	0.433804074	-1.174990088	0.239998681	0.521707876	1390
CRH	ENSG00000147571_CRH	ENSG00000147571	1392	161.4771825	-0.877665626	5.920373575	-0.148244974	0.88214944	0.952724817	1392
CRHR2	ENSG00000106113_CRHR2	ENSG00000106113	1395	131.2359064	-0.17641528	0.578545621	-0.304928901	0.760420303	0.897826847	1395
CRIM1	ENSG00000150938_CRIM1	ENSG00000150938	51232	3291.538168	-1.221894775	0.432680681	-2.824010475	0.004742683	0.055512326	51232
CRIP1	ENSG00000213145_CRIP1	ENSG00000213145	1396	444.6580274	-1.446489151	0.485655413	-2.978426912	0.002897321	0.040633163	1396
CRIP2	ENSG00000182809_CRIP2	ENSG00000182809	1397	1025.413134	-1.187826158	0.609483932	-1.948904794	0.051306795	0.22643519	1397
CRIP3	ENSG00000146215_CRIP3	ENSG00000146215	401262	13.81345999	-2.426785203	1.359898062	-1.784534644	0.074336831	0.275979753	401262
CRIPAK	ENSG00000179979_CRIPAK	ENSG00000179979	285464	1098.147163	0.297298672	0.338957495	0.877097208	0.380433841	0.652679038	285464
CRIPT	ENSG00000119878_CRIPT	ENSG00000119878	9419	312.9529486	-0.180274339	0.345082073	-0.522410039	0.601384868	0.808348423	9419
CRISP3	ENSG00000096006_CRISP3	ENSG00000096006	10321	18.74373572	-2.275854848	1.954663357	-1.164320618	0.244294104	0.525583327	10321
CRISPLD1	ENSG00000121005_CRISPLD1	ENSG00000121005	83690	409.3716428	1.041165839	0.718491077	1.449100583	0.147309495	0.400782894	83690
CRISPLD2	ENSG00000103196_CRISPLD2	ENSG00000103196	83716	2322.046512	-0.280485377	0.626471767	-0.447722295	0.654353629	0.839123719	83716
CRK	ENSG00000167193_CRK	ENSG00000167193	1398	1607.867557	0.391555451	0.204162824	1.917858709	0.055128929	0.234391978	1398
CRKL	ENSG00000099942_CRKL	ENSG00000099942	1399	2826.649102	0.941849582	0.336254305	2.801003789	0.005094392	0.057719713	1399
CRLF1	ENSG00000006016_CRLF1	ENSG00000006016	9244	97.13199255	0.59091461	0.682863061	0.865348624	0.38684747	0.658023066	9244
CRLF2	ENSG00000205755_CRLF2	ENSG00000205755	64109	29.26450548	0.229475648	1.181329283	0.194252061	0.84597852	0.936821998	64109
CRLF3	ENSG00000176390_CRLF3	ENSG00000176390	51379	1198.09718	-0.191420278	0.290336615	-0.659304642	0.509700162	0.748251671	51379
CRLS1	ENSG00000088766_CRLS1	ENSG00000088766	54675	687.4359284	0.350400005	0.273863909	1.279467623	0.200732434	0.475779568	54675
CRMP1	ENSG00000072832_CRMP1	ENSG00000072832	1400	345.5972336	-0.058082188	0.589108743	-0.098593322	0.921461172	0.968392623	1400
CRNDE	ENSG00000245694_CRNDE	ENSG00000245694	643911	158.990711	2.893901965	1.117125863	2.590488737	0.009583976	0.086190202	643911
CRNKL1	ENSG00000101343_CRNKL1	ENSG00000101343	51340	1028.170052	0.548652046	0.226556242	2.421703513	0.015447948	0.114016146	51340
CRNN	ENSG00000143536_CRNN	ENSG00000143536	49860	206.6926177	9.844114595	1.322513946	7.443486419	9.81e-14	5.01e-11	49860
CROCC	ENSG00000058453_CROCC	ENSG00000058453	9696	1855.538077	0.117779431	0.375653109	0.313532427	0.753876188	0.894676335	9696
CROCCP2	ENSG00000215908_CROCCP2	ENSG00000215908	84809	655.7569999	-0.269254744	0.284904621	-0.945069766	0.34462326	0.623384583	84809
CROCCP3	ENSG00000080947_CROCCP3	ENSG00000080947	114819	453.5925152	-0.431437496	0.379590946	-1.136585318	0.25571168	0.538088716	114819
CROT	ENSG00000005469_CROT	ENSG00000005469	54677	917.7385268	-1.185104345	0.559903177	-2.116623719	0.034291795	0.181144982	54677
CRTAC1	ENSG00000095713_CRTAC1	ENSG00000095713	55118	251.5834963	-1.051655914	1.247523099	-0.842995144	0.39923116	0.666713863	55118
CRTAM	ENSG00000109943_CRTAM	ENSG00000109943	56253	43.43263299	-1.011014209	0.949287843	-1.065023867	0.286865129	0.569573373	56253
CRTAP	ENSG00000170275_CRTAP	ENSG00000170275	10491	1743.857944	-0.100030991	0.364724549	-0.274264486	0.783881375	0.911210775	10491
CRTC1	ENSG00000105662_CRTC1	ENSG00000105662	23373	560.802286	-0.602152497	0.465721495	-1.292945469	0.19602992	0.469838548	23373
CRTC2	ENSG00000160741_CRTC2	ENSG00000160741	200186	1407.802813	-0.031166745	0.269916888	-0.115467932	0.908074237	0.963585119	200186
CRTC3	ENSG00000140577_CRTC3	ENSG00000140577	64784	1277.975351	-0.468095384	0.356159479	-1.314285906	0.188750008	0.459513119	64784
CRY1	ENSG00000008405_CRY1	ENSG00000008405	1407	579.3307802	-0.43114116	0.329092476	-1.310091209	0.190164982	0.461553313	1407
CRY2	ENSG00000121671_CRY2	ENSG00000121671	1408	762.4653	0.148859352	0.345920126	0.430328682	0.666956566	0.846665707	1408
CRYAA	ENSG00000160202_CRYAA	ENSG00000160202	1409	11.17127598	-3.462137103	1.934312314	-1.789854243	0.073477346	0.274849191	1409
CRYAB	ENSG00000109846_CRYAB	ENSG00000109846	1410	404.3706228	0.774952911	0.861111457	0.899944955	0.368149545	0.642291047	1410
CRYBA1	ENSG00000108255_CRYBA1	ENSG00000108255	1411	72.75318832	-0.826095252	0.618390224	-1.335880194	0.181588436	0.449401164	1411
CRYBB1	ENSG00000100122_CRYBB1	ENSG00000100122	1414	12.67759217	-4.040413352	1.368644538	-2.952127627	0.003155925	0.043041248	1414
CRYBB2	ENSG00000244752_CRYBB2	ENSG00000244752	1415	11.33221228	-0.727838759	1.328233842	-0.547974864	0.583709163	0.799125639	1415
CRYBB2P1	ENSG00000100058_CRYBB2P1	ENSG00000100058	1416	253.2760763	0.891587253	0.400370289	2.226906636	0.025953514	0.153897732	1416
CRYBB3	ENSG00000100053_CRYBB3	ENSG00000100053	1417	32.88614392	-1.09002693	0.862443722	-1.263881808	0.206272452	0.482570009	1417
CRYBG3	ENSG00000080200_CRYBG3	ENSG00000080200	131544	4253.768209	0.04048484	0.302302959	0.133921413	0.893464717	0.957045371	131544
CRYGS	ENSG00000213139_CRYGS	ENSG00000213139	1427	47.11092971	-0.540312456	0.47869976	-1.128708433	0.259020851	0.540728801	1427
CRYL1	ENSG00000165475_CRYL1	ENSG00000165475	51084	241.5424793	-0.025181017	0.363736291	-0.069228774	0.94480752	0.976555646	51084
CRYM	ENSG00000103316_CRYM	ENSG00000103316	1428	45.95670775	-2.336678724	1.227754584	-1.903213194	0.057012732	0.239287015	1428
CRYM-AS1	ENSG00000189149_CRYM-AS1	ENSG00000189149	400508	65.59565135	0.959610845	0.754380838	1.272050928	0.203355025	0.479033729	400508
CRYZ	ENSG00000116791_CRYZ	ENSG00000116791	1429	353.5135169	0.119344763	0.463870987	0.257280076	0.796962572	0.91696544	1429
CRYZL1	ENSG00000205758_CRYZL1	ENSG00000205758	9946	255.0819095	-0.916693489	0.247711503	-3.700649656	0.000215048	0.006687338	9946
CS	ENSG00000062485_CS	ENSG00000062485	1431	3424.024546	-0.103486758	0.249354952	-0.415017858	0.67812883	0.853144305	1431
CSAD	ENSG00000139631_CSAD	ENSG00000139631	51380	1145.1985	-0.17287167	0.289370956	-0.597405046	0.550236985	0.776289494	51380
CSAG1	ENSG00000198930_CSAG1	ENSG00000198930	158511	34.25192785	1.24080749	1.293551828	0.959225183	0.337445316	0.616767043	158511
CSDC2	ENSG00000172346_CSDC2	ENSG00000172346	27254	71.67458068	-1.714238939	0.710754759	-2.41185714	0.015871499	0.115566119	27254
CSDE1	ENSG00000009307_CSDE1	ENSG00000009307	7812	13781.91155	0.003427048	0.272679475	0.012568047	0.989972414	0.995723946	7812
CSE1L	ENSG00000124207_CSE1L	ENSG00000124207	1434	3373.432057	0.878782734	0.324835706	2.705314463	0.006823976	0.070308986	1434
CSF1	ENSG00000184371_CSF1	ENSG00000184371	1435	1056.338656	-0.548634531	0.433772574	-1.264797647	0.205943875	0.482169144	1435
CSF1R	ENSG00000182578_CSF1R	ENSG00000182578	1436	2406.312722	-0.655130755	0.473257904	-1.384299659	0.166266718	0.429217942	1436
CSF2	ENSG00000164400_CSF2	ENSG00000164400	1437	37.87785751	1.387100179	1.140996253	1.215692142	0.224102219	0.503662003	1437
CSF2RA	ENSG00000198223_CSF2RA	ENSG00000198223	1438	862.3001239	-0.428906748	0.554487713	-0.77351894	0.439215324	0.698277587	1438
CSF2RB	ENSG00000100368_CSF2RB	ENSG00000100368	1439	1241.683955	-0.435895643	0.509979553	-0.854731606	0.392699749	0.661570718	1439
CSF3	ENSG00000108342_CSF3	ENSG00000108342	1440	347.0294913	0.643917331	1.046326244	0.615407799	0.538285442	0.767489511	1440
CSF3R	ENSG00000119535_CSF3R	ENSG00000119535	1441	1122.555046	0.310638314	0.546831271	0.568069769	0.569987595	0.789920294	1441
CSGALNACT1	ENSG00000147408_CSGALNACT1	ENSG00000147408	55790	535.4575827	-0.960196031	0.498475863	-1.926263841	0.054071438	0.232239603	55790
CSGALNACT2	ENSG00000169826_CSGALNACT2	ENSG00000169826	55454	1541.10133	0.277074127	0.377993234	0.733013457	0.463550222	0.71532229	55454
CSH1	ENSG00000136488_CSH1	ENSG00000136488	1442	10.6948715	0.212709543	5.949476545	0.035752648	0.97147959	0.98836948	1442
CSK	ENSG00000103653_CSK	ENSG00000103653	1445	1629.976264	0.063974733	0.398448626	0.160559553	0.872440314	0.94850392	1445
CSMD1	ENSG00000183117_CSMD1	ENSG00000183117	64478	123.1954918	0.291274795	0.917289987	0.3175384	0.750835107	0.892811552	64478
CSMD2	ENSG00000121904_CSMD2	ENSG00000121904	114784	473.2647245	1.104261503	0.762989372	1.447282942	0.147817695	0.401581926	114784
